Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,mental_illness,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,cluster_ouput
2014,20-35,male,United Kingdom,NA,No,Yes,No,No,Sometimes,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No,2
2014,35-65,male,United States,Kentucky,No,No,No,No,Rarely,1000+,Yes,Yes,Yes,No,Yes,Maybe,Don't know,Somewhat easy,Maybe,No,No,No,No,No,Maybe,No,3
2014,35-65,male,United States,Pennsylvania,No,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,Yes,3
2014,20-35,female,United States,Massachusetts,No,No,No,No,NA,100-500,Yes,Yes,Yes,No,Maybe,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,2
2014,20-35,male,Canada,NA,No,Yes,Yes,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,1
2014,35-65,male,United States,California,No,Yes,No,Yes,Often,1000+,No,Yes,Yes,No,No,Maybe,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,3
2014,20-35,male,United States,Vermont,No,Yes,No,Yes,NA,1000+,No,Yes,Yes,Maybe,Maybe,Maybe,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Maybe,Yes,1
2014,20-35,female,United States,California,No,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,1
2014,20-35,male,United States,Arizona,No,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Maybe,No,1
2014,35-65,male,Canada,NA,No,Yes,Yes,Yes,Rarely,1000+,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Maybe,No,3
2014,35-65,male,United States,Massachusetts,Yes,Yes,Yes,Yes,Often,Jun-25,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,1
2014,35-65,trans,United States,Virginia,No,Yes,No,No,Never,1000+,No,Yes,Yes,Yes,Yes,Maybe,Yes,Don't know,Yes,Maybe,No,Some of them,No,Maybe,Yes,No,3
2014,20-35,male,United States,Washington,No,Yes,Yes,Yes,Often,1000+,No,Yes,Yes,Yes,Yes,No,Don't know,Very difficult,Yes,No,Some of them,No,No,No,No,Yes,1
2014,20-35,male,United States,California,No,No,Yes,Yes,Sometimes,Jun-25,No,Yes,Maybe,Maybe,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,Maybe,No,2
2014,20-35,male,United States,Oregon,No,Yes,Yes,Yes,Sometimes,100-500,No,Yes,Maybe,Maybe,No,Maybe,Don't know,Don't know,Yes,No,No,No,No,Yes,Maybe,No,1
2014,35-65,male,United States,Michigan,No,No,No,No,Sometimes,1000+,No,Yes,Maybe,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Maybe,No,3
2014,20-35,male,Brazil,NA,No,No,No,No,Rarely,Jun-25,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,2
2014,20-35,male,Netherlands,NA,No,Yes,No,No,Never,100-500,No,Yes,Yes,No,No,No,Yes,Don't know,Yes,No,No,No,No,Maybe,Maybe,No,1
2014,20-35,male,United Kingdom,NA,No,No,No,No,Never,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Yes,Yes,No,2
2014,35-65,male,United States,Oregon,No,No,No,No,NA,500-1000,No,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Maybe,No,2
2014,20-35,male,United Kingdom,NA,No,No,No,No,NA,26-100,No,Yes,Maybe,No,Maybe,Maybe,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2
2014,20-35,female,United States,California,No,No,No,No,Never,500-1000,No,Yes,Yes,Maybe,Yes,Yes,Don't know,Very easy,Maybe,No,Some of them,Yes,No,No,Yes,No,2
2014,20-35,male,United States,Utah,No,No,No,No,Sometimes,Jun-25,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Maybe,No,2
2014,20-35,female,United States,California,No,Yes,No,No,Never,26-100,No,Yes,Maybe,Maybe,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,Maybe,No,No,1
2014,20-35,male,United States,Texas,No,Yes,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Maybe,No,Yes,Maybe,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,Yes,No,1
2014,35-65,male,United Kingdom,NA,Yes,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,3
2014,35-65,male,United States,California,No,Yes,Yes,Yes,Rarely,1000+,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,No,No,3
2014,20-35,male,United Kingdom,NA,No,No,Yes,Yes,Sometimes,1000+,No,Yes,No,No,No,No,No,Very difficult,Yes,Maybe,No,Some of them,No,Maybe,No,No,3
2014,20-35,male,France,NA,No,No,No,No,Never,Jun-25,No,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Maybe,No,No,2
2014,35-65,female,Netherlands,NA,No,No,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,No,Some of them,No,No,Maybe,Maybe,No,3
2014,20-35,male,United States,Oregon,No,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,1
2014,35-65,male,United States,California,No,No,Yes,Yes,Rarely,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,Yes,No,3
2014,20-35,male,United States,Ohio,No,No,No,No,Sometimes,Jun-25,No,Yes,Maybe,No,No,No,Don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No,2
2014,35-65,female,United Kingdom,NA,No,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,3
2014,20-35,male,United States,Ohio,No,No,No,No,Sometimes,Jun-25,Yes,Yes,Maybe,No,No,No,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,Maybe,No,2
2014,35-65,male,United States,California,No,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Maybe,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Maybe,No,3
2014,20-35,male,Germany,NA,No,Yes,Yes,Yes,Sometimes,Jun-25,No,Yes,No,Maybe,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes,1
2014,20-35,male,Germany,NA,Yes,Yes,Yes,Yes,Often,26-100,Yes,Yes,Maybe,No,Maybe,Maybe,Don't know,Don't know,No,Maybe,Yes,Yes,Maybe,Yes,Maybe,No,1
2014,0-20,male,Finland,NA,No,No,No,No,NA,500-1000,Yes,No,Maybe,No,No,Maybe,Don't know,Very easy,Yes,No,No,No,No,Maybe,Maybe,No,2
2014,20-35,female,United States,New York,No,No,No,No,NA,100-500,No,Yes,Maybe,Maybe,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Maybe,No,2
2014,20-35,male,United States,Virginia,No,No,No,No,Never,26-100,No,No,Maybe,Maybe,Maybe,Maybe,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Yes,No,2
2014,35-65,male,United States,California,No,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Yes,Maybe,No,3
2014,0-20,female,United Kingdom,NA,No,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,Maybe,Maybe,Maybe,Maybe,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Maybe,No,1
2014,20-35,male,United States,Illinois,No,No,Yes,Yes,Rarely,Jun-25,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Maybe,No,2
2014,35-65,male,United States,Texas,No,No,No,No,Never,Jun-25,No,Yes,Maybe,No,No,Maybe,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Maybe,No,2
2014,35-65,male,Germany,NA,No,No,Yes,Yes,Sometimes,26-100,No,No,No,Yes,Maybe,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes,No,Yes,3
2014,20-35,female,United States,New York,No,Yes,Yes,Yes,Sometimes,26-100,No,Yes,Maybe,Maybe,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Maybe,No,1
2014,20-35,male,United States,California,Yes,Yes,Yes,Yes,Often,01-May,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,1
2014,20-35,male,Israel,Maryland,No,No,No,No,Sometimes,Jun-25,No,Yes,No,No,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,2
2014,20-35,male,Italy,NA,No,No,No,No,Never,Jun-25,No,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,2
2014,20-35,male,United States,California,No,No,No,No,NA,1000+,No,Yes,Yes,Maybe,Maybe,Maybe,Yes,Don't know,No,No,No,Some of them,No,No,Yes,No,2
2014,20-35,male,United States,Pennsylvania,No,No,No,Yes,Rarely,100-500,No,No,Maybe,Maybe,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Maybe,No,1
2014,20-35,male,Israel,NA,No,No,No,Yes,NA,26-100,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes,1
2014,20-35,female,United States,California,Yes,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,No,No,Maybe,Maybe,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Maybe,Yes,1
2014,20-35,male,United States,Washington,No,No,No,No,NA,26-100,No,Yes,Maybe,Maybe,Maybe,Maybe,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Maybe,No,2
2014,20-35,female,United States,New York,No,Yes,Yes,Yes,Often,1000+,No,Yes,Yes,Maybe,Maybe,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,Yes,1
2014,35-65,male,United States,Texas,No,No,Yes,Yes,Sometimes,1000+,No,No,Yes,Maybe,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes,3
2014,20-35,female,United States,California,Yes,Yes,Yes,Yes,Often,01-May,Yes,Yes,Maybe,Maybe,No,No,Yes,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes,1
2014,35-65,male,United Kingdom,NA,No,No,Yes,Yes,Sometimes,1000+,Yes,No,No,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,No,No,3
2014,20-35,male,Netherlands,NA,No,No,No,No,Rarely,Jun-25,No,Yes,Maybe,Maybe,Maybe,Maybe,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,2
2014,35-65,female,United States,Arizona,No,No,Yes,Yes,NA,26-100,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,Maybe,No,No,No,No,No,No,3
2014,35-65,male,Ireland,NA,Yes,Yes,No,No,NA,1000+,No,Yes,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,3
2014,20-35,male,United Kingdom,NA,No,No,No,No,NA,26-100,No,Yes,No,Maybe,No,Maybe,Don't know,Don't know,No,No,No,Some of them,No,Maybe,Maybe,No,2
2014,20-35,male,Germany,NA,No,No,No,Yes,Never,1000+,No,No,Maybe,Maybe,Maybe,Yes,Don't know,Don't know,No,No,Yes,Yes,No,Yes,Maybe,No,3
2014,20-35,female,United States,Ohio,No,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Yes,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No,1
2014,35-65,male,United States,California,No,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No,3
2014,35-65,male,United States,Kansas,No,No,No,No,Never,100-500,No,No,Yes,No,Yes,No,Don't know,Very difficult,Maybe,No,Yes,Yes,Maybe,Yes,No,No,2
2014,20-35,male,United Kingdom,NA,No,Yes,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Yes,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No,1
2014,35-65,male,United States,California,No,Yes,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Yes,Yes,No,3
2014,20-35,male,United States,California,No,No,No,No,NA,1000+,No,Yes,Yes,Maybe,Yes,Maybe,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,2
2014,20-35,female,United States,New York,No,No,Yes,Yes,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Maybe,No,1
2014,20-35,female,United States,Washington,No,No,No,No,Sometimes,Jun-25,No,Yes,No,No,No,No,No,Somewhat easy,Maybe,No,Some of them,No,No,No,Yes,No,2
2014,20-35,male,United States,California,No,No,No,No,NA,1000+,No,Yes,Maybe,Maybe,No,Maybe,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Maybe,No,2
2014,35-65,male,United States,Washington,No,No,No,Yes,Never,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,3
2014,35-65,male,United States,Virginia,No,Yes,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Maybe,Yes,Yes,Yes,Don't know,Yes,No,No,No,No,No,No,No,3
2014,35-65,male,United States,North Carolina,No,No,No,Yes,NA,Jun-25,Yes,Yes,Maybe,No,No,Maybe,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Maybe,No,3
2014,35-65,male,United States,Ohio,No,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,3
2014,35-65,female,United States,Pennsylvania,No,Yes,Yes,Yes,Sometimes,1000+,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Yes,Yes,No,No,No,Yes,3
2014,20-35,male,Germany,NA,No,No,Yes,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,No,No,2
2014,20-35,male,United Kingdom,NA,No,Yes,Yes,Yes,Often,26-100,No,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,No,No,1
2014,35-65,male,United States,California,No,No,No,No,Never,1000+,No,Yes,Yes,Yes,Maybe,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No,3
2014,20-35,female,United States,Texas,No,No,No,Yes,NA,1000+,No,No,Maybe,Maybe,Maybe,Maybe,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Maybe,No,3
2014,20-35,male,United States,Arizona,No,No,No,No,NA,1000+,No,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No,2
2014,20-35,male,Bosnia and Herzegovina,NA,No,Yes,No,No,Rarely,26-100,Yes,Yes,Maybe,Maybe,Maybe,Maybe,Don't know,Don't know,Maybe,Yes,No,No,No,No,Maybe,Yes,1
2014,35-65,male,United States,Illinois,Yes,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,Maybe,Yes,Maybe,No,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,Yes,No,1
2014,35-65,female,United States,NA,No,Yes,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,1
2014,20-35,male,Austria,NA,Yes,No,No,No,Sometimes,01-May,No,Yes,Yes,Yes,Maybe,Maybe,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,2
2014,35-65,male,New Zealand,NA,No,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,Yes,Yes,No,No,Somewhat difficult,Yes,Yes,No,No,No,No,Maybe,Yes,3
2014,20-35,male,United States,North Carolina,No,No,Yes,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,No,Some of them,No,No,Yes,No,2
2014,20-35,female,Canada,NA,Yes,Yes,Yes,Yes,Sometimes,100-500,Yes,Yes,Maybe,Maybe,Maybe,Maybe,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Yes,No,1
2014,20-35,male,United Kingdom,NA,No,No,No,Yes,NA,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Yes,Maybe,No,2
2014,20-35,male,Australia,NA,No,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes,No,No,1
2014,20-35,female,Hungary,NA,Yes,Yes,No,Yes,Sometimes,01-May,Yes,Yes,No,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,1
2014,20-35,male,Sweden,NA,No,No,No,No,Rarely,Jun-25,No,Yes,Maybe,No,No,Maybe,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2
2014,20-35,male,Canada,NA,No,No,No,No,Never,26-100,No,Yes,Maybe,Maybe,Maybe,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Maybe,No,2
2014,20-35,female,Australia,NA,No,Yes,Yes,Yes,Sometimes,Jun-25,No,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,No,1
2014,35-65,male,United States,Wisconsin,No,Yes,Yes,Yes,Often,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,No,No,No,1
2014,20-35,male,United States,California,No,Yes,Yes,Yes,Never,1000+,No,Yes,Maybe,No,No,Maybe,Don't know,Don't know,Maybe,No,No,No,No,No,No,No,1
2014,20-35,male,United Kingdom,NA,No,No,No,Yes,Never,Jun-25,No,Yes,Maybe,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Maybe,No,2
2014,20-35,female,United States,California,No,Yes,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Maybe,Don't know,Don't know,No,No,Some of them,Some of them,No,No,No,Yes,1
2014,20-35,female,United States,Minnesota,No,Yes,Yes,Yes,Often,100-500,No,No,Maybe,No,No,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No,1
2014,20-35,female,United States,Pennsylvania,No,Yes,Yes,Yes,Rarely,100-500,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,1
2014,20-35,male,United Kingdom,NA,No,No,No,No,Never,Jun-25,No,Yes,Maybe,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Yes,No,2
2014,20-35,female,United States,California,No,Yes,Yes,Yes,Often,100-500,Yes,Yes,Yes,No,No,Maybe,Don't know,Don't know,Yes,Yes,Some of them,Some of them,No,No,No,Yes,1
2014,20-35,trans,United Kingdom,NA,No,Yes,Yes,Yes,Rarely,100-500,No,Yes,No,Maybe,No,No,Yes,Somewhat difficult,Yes,Yes,Some of them,Some of them,Yes,No,No,Yes,1
2014,20-35,female,United Kingdom,NA,No,No,No,No,NA,Jun-25,No,Yes,Maybe,Maybe,No,No,Don't know,Very easy,Maybe,No,No,Some of them,No,Yes,Yes,No,2
2014,20-35,male,United Kingdom,NA,No,No,No,No,Never,26-100,Yes,Yes,Maybe,Maybe,Maybe,Maybe,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2
2014,35-65,male,United States,California,No,Yes,Yes,Yes,Sometimes,1000+,No,Yes,Yes,No,No,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes,No,No,3
2014,20-35,male,United States,California,No,Yes,No,No,NA,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,1
2014,20-35,male,Germany,NA,No,No,No,No,Often,26-100,No,Yes,No,No,Maybe,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Yes,Maybe,No,2
2014,20-35,female,United States,California,No,Yes,No,No,NA,500-1000,No,No,Maybe,Maybe,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Maybe,No,1
2014,20-35,male,New Zealand,NA,No,No,Yes,Yes,Sometimes,Jun-25,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Yes,Maybe,No,2
2014,20-35,female,Canada,NA,No,No,Yes,Yes,Sometimes,01-May,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,1
2014,20-35,trans,United Kingdom,NA,No,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Yes,No,1
2014,20-35,female,New Zealand,NA,No,Yes,Yes,Yes,Rarely,100-500,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Yes,Maybe,No,1
2014,20-35,female,Canada,NA,No,No,Yes,Yes,Often,1000+,No,No,Maybe,Maybe,Maybe,Maybe,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Maybe,No,3
2014,20-35,male,Australia,NA,No,No,No,No,Sometimes,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2
2014,20-35,male,United States,New York,No,No,No,No,NA,26-100,No,Yes,Maybe,No,Maybe,Maybe,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Maybe,No,2
2014,20-35,male,Netherlands,NA,No,Yes,Yes,Yes,Sometimes,Jun-25,Yes,Yes,No,Maybe,No,Maybe,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,1
2014,20-35,male,United States,California,No,No,No,Yes,NA,1000+,No,Yes,Maybe,Maybe,Maybe,Maybe,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,3
2014,35-65,male,United States,Florida,Yes,No,No,No,NA,Jun-25,Yes,No,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,No,No,No,Yes,No,2
2014,20-35,male,United States,Oregon,No,Yes,Yes,Yes,Sometimes,100-500,Yes,Yes,Maybe,No,No,Maybe,Don't know,Don't know,No,No,Some of them,No,No,No,Yes,No,1
2014,20-35,male,Australia,NA,No,No,No,Yes,Never,1000+,No,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,3
2014,35-65,male,United States,Colorado,No,No,Yes,Yes,Rarely,26-100,No,Yes,Maybe,Maybe,No,Maybe,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Maybe,No,3
2014,35-65,male,Canada,NA,No,No,No,No,Never,26-100,No,Yes,No,No,No,No,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,No,No,2
2014,20-35,male,United States,Georgia,No,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,No,No,3
2014,35-65,male,United States,Oregon,No,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Maybe,Yes,Maybe,Yes,Don't know,Yes,Maybe,Yes,Yes,No,Maybe,Maybe,No,3
2014,20-35,male,United States,California,No,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,No,No,Yes,Don't know,Somewhat easy,No,No,Yes,Some of them,Maybe,Yes,Maybe,No,3
2014,20-35,male,United States,California,No,Yes,No,No,Sometimes,1000+,No,Yes,Yes,Maybe,Maybe,Maybe,Don't know,Somewhat easy,Maybe,No,No,Some of them,No,Yes,No,No,1
2014,35-65,male,United States,Pennsylvania,No,Yes,Yes,Yes,Sometimes,100-500,No,Yes,Maybe,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Maybe,No,1
2014,20-35,male,United States,California,No,Yes,Yes,Yes,Rarely,01-May,No,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,No,1
2014,35-65,male,United States,California,No,No,Yes,Yes,Often,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Maybe,No,3
2014,20-35,female,United States,New York,No,No,No,No,Sometimes,500-1000,No,Yes,Maybe,Maybe,Maybe,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,2
2014,20-35,female,United States,Massachusetts,No,Yes,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,No,Yes,1
2014,35-65,male,United States,NA,No,No,No,Yes,Never,26-100,Yes,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No,No,No,Maybe,No,No,3
2014,35-65,male,United States,Pennsylvania,No,Yes,No,Yes,Never,26-100,No,Yes,Maybe,No,No,Maybe,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,1
2014,20-35,male,United States,Rhode Island,No,No,No,No,NA,26-100,No,Yes,Maybe,No,Maybe,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Maybe,No,2
2014,20-35,male,United States,Michigan,No,Yes,No,No,Sometimes,Jun-25,Yes,Yes,Maybe,Maybe,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,2
2014,20-35,male,Canada,NA,Yes,No,No,No,Never,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Yes,No,No,2
2014,20-35,male,United States,Illinois,No,Yes,Yes,Yes,Sometimes,26-100,Yes,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Maybe,No,1
2014,35-65,male,United States,California,No,Yes,Yes,Yes,Often,1000+,No,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Maybe,Yes,3
2014,35-65,male,United States,Oregon,No,Yes,No,No,NA,100-500,Yes,Yes,Maybe,No,No,Maybe,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Maybe,No,1
2014,20-35,male,Canada,NA,No,No,Yes,Yes,Never,1000+,No,No,Yes,Maybe,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,Maybe,Yes,3
2014,20-35,male,United States,Indiana,No,No,No,No,Never,Jun-25,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2
