"","Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","mental_illness","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
"399","2014","20-35","female","United States","Alabama","No","No","No","No","Never","100-500","No","Yes","Maybe","Maybe","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Maybe","No"
"400","2014","20-35","male","Canada",NA,"No","No","Yes","Yes","Sometimes","100-500","No","Yes","Maybe","Maybe","Maybe","Maybe","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No"
"401","2014","20-35","male","United States","Oregon","No","Yes","Yes","Yes","Often","6-25","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","No","No"
"402","2014","20-35","male","United States","New Jersey","No","Yes","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No"
"403","2014","20-35","male","United States","California","No","No","No","No",NA,"1000+","No","Yes","Maybe","No","No","Maybe","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","No","No"
"404","2014","20-35","male","United States","California","No","Yes","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","Yes"
"405","2014","20-35","male","Germany",NA,"No","Yes","Yes","Yes","Sometimes","26-100","No","Yes","Maybe","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","Maybe","Maybe","Maybe","No"
"406","2014","20-35","male","United States","California","No","Yes","No","No",NA,"6-25","No","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","No","No"
"407","2014","20-35","male","United States","New Hampshire","No","Yes","Yes","Yes","Never","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Maybe","Yes","Some of them","No","No","Yes","No"
"408","2014","20-35","male","United States","California","No","No","No","Yes",NA,"1000+","Yes","Yes","Maybe","No","Maybe","Maybe","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Yes","No"
"409","2014","20-35","male","Brazil",NA,"Yes","No","No","No","Never","6-25","Yes","Yes","Maybe","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","No","Maybe","No"
"410","2014","20-35","female","Spain",NA,"No","Yes","No","No",NA,"500-1000","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Maybe","No"
"411","2014","20-35","male","United States","Ohio","No","Yes","Yes","Yes","Often","1000+","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Yes","No","No","No","No","No","No","No"
"412","2014","20-35","female","United States","Ohio","No","Yes","Yes","Yes","Rarely","1000+","No","No","Maybe","Maybe","No","Maybe","Don't know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No"
"413","2014","20-35","male","United States","Massachusetts","No","Yes","No","No","Never","1000+","No","Yes","Maybe","Maybe","Maybe","Maybe","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Maybe","Yes"
"414","2014","20-35","trans","United Kingdom",NA,"No","Yes","Yes","Yes","Sometimes","1000+","No","Yes","Maybe","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Yes","Yes","No"
"415","2014","20-35","female","United States","Oklahoma","No","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Maybe","Maybe","Maybe","Maybe","Don't know","Somewhat difficult","No","No","Some of them","Some of them","No","No","Yes","No"
"416","2014","20-35","male","United States","California","No","Yes","No","No","Often","6-25","No","Yes","Maybe","No","No","Maybe","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Maybe","No"
"417","2014","20-35","trans","Germany",NA,"No","Yes","Yes","Yes","Sometimes","100-500","No","Yes","Maybe","Maybe","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","Maybe","Maybe","No","No"
"418","2014","20-35","male","India",NA,"No","No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","No","No"
"419","2014","20-35","male","Finland",NA,"No","No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Maybe","No"
"420","2014","35-65","male","United States","Idaho","No","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","Maybe","Don't know","Don't know","Yes","Maybe","No","No","No","No","No","Yes"
"421","2014","20-35","male","Germany",NA,"No","Yes","Yes","Yes","Rarely","1-5","Yes","Yes","Yes","No","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"422","2014","20-35","male","Uruguay",NA,"No","No","No","No",NA,"26-100","Yes","Yes","Maybe","No","Maybe","No","Don't know","Don't know","No","No","Some of them","No","No","Yes","Maybe","No"
"423","2014","20-35","male","New Zealand",NA,"No","Yes","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","Yes","Yes","No","Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"424","2014","20-35","male","United Kingdom",NA,"No","Yes","Yes","Yes","Sometimes","6-25","No","Yes","No","No","No","Maybe","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Maybe","No"
"425","2014","20-35","female","United States","New York","No","No","Yes","Yes","Rarely","1000+","No","No","Yes","Yes","No","Maybe","Don't know","Don't know","Maybe","No","No","No","No","No","Maybe","No"
"426","2014","20-35","male","United States","California","No","No","No","No","Sometimes","6-25","No","No","Maybe","Maybe","No","Yes","Yes","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No"
"427","2014","20-35","male","United States","Texas","No","Yes","Yes","Yes","Sometimes","100-500","No","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","Some of them","No","Maybe","No","Yes"
"428","2014","20-35","female","United States","Maryland","No","No","No","Yes",NA,"1000+","No","No","Yes","Maybe","Yes","Maybe","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Maybe","No"
"429","2014","20-35","male","United States","Indiana","No","No","No","No",NA,"1000+","No","No","Yes","No","No","No","Don't know","Don't know","No","No","Yes","No","No","Yes","Maybe","No"
"430","2014","20-35","female","United States","Oregon","No","No","No","No",NA,"1000+","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","Yes","Yes","Yes","No"
"431","2014","20-35","male","Canada",NA,"Yes","No","No","No","Never","100-500","Yes","Yes","Maybe","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
"432","2014","20-35","female","United States","New York","No","Yes","Yes","Yes","Rarely","6-25","No","Yes","No","No","No","No","Don't know","Very easy","Yes","No","No","Some of them","No","Yes","Yes","No"
"433","2014","20-35","male","United States","Mississippi","Yes","No","Yes","Yes","Often","1-5","Yes","Yes","No","No","No","No","Yes","Somewhat easy","Yes","Maybe","Some of them","Some of them","Yes","Yes","Maybe","No"
"434","2014","20-35","male","United States","New Jersey","No","No","No","No","Sometimes","26-100","No","Yes","Maybe","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Maybe","Maybe","No"
"435","2014","20-35","female","United States","California","No","No","Yes","Yes","Sometimes","26-100","No","Yes","Maybe","Maybe","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","No","No","Maybe","No"
"436","2014","20-35","male","United States","Tennessee","No","No","No","No","Never","6-25","No","Yes","Maybe","No","No","Maybe","Don't know","Don't know","No","No","Some of them","Yes","No","No","Maybe","No"
"437","2014","20-35","male","United States","Washington","No","No","No","No",NA,"1000+","No","Yes","Maybe","Maybe","Maybe","Maybe","Don't know","Don't know","No","No","Some of them","Yes","No","No","Maybe","Yes"
"438","2014","0-20","male","Australia",NA,"No","No","No","No",NA,"100-500","Yes","Yes","Maybe","Maybe","Maybe","Maybe","Yes","Very easy","No","No","Some of them","Yes","No","No","Maybe","No"
"439","2014","20-35","female","United States","Massachusetts","No","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Maybe","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Maybe","No"
"440","2014","20-35","male","United States","Pennsylvania","No","Yes","Yes","Yes","Rarely","1-5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"441","2014","20-35","male","United Kingdom",NA,"No","Yes","No","No","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No"
"442","2014","35-65","male","United States","Kentucky","No","No","No","No","Rarely","1000+","Yes","Yes","Yes","No","Yes","Maybe","Don't know","Somewhat easy","Maybe","No","No","No","No","No","Maybe","No"
"443","2014","35-65","male","United States","Pennsylvania","No","No","Yes","Yes","Sometimes","1000+","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","Yes"
"444","2014","20-35","female","United States","Massachusetts","No","No","No","No",NA,"100-500","Yes","Yes","Yes","No","Maybe","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
"445","2014","20-35","male","Canada",NA,"No","Yes","Yes","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"446","2014","35-65","male","United States","California","No","Yes","No","Yes","Often","1000+","No","Yes","Yes","No","No","Maybe","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","Yes"
"447","2014","20-35","male","United States","Vermont","No","Yes","No","Yes",NA,"1000+","No","Yes","Yes","Maybe","Maybe","Maybe","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Maybe","Yes"
"448","2014","20-35","female","United States","California","No","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes"
"449","2014","20-35","male","United States","Arizona","No","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Yes","Yes","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Maybe","No"
"450","2014","35-65","male","Canada",NA,"No","Yes","Yes","Yes","Rarely","1000+","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Maybe","No"
"451","2014","35-65","male","United States","Massachusetts","Yes","Yes","Yes","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"452","2014","35-65","trans","United States","Virginia","No","Yes","No","No","Never","1000+","No","Yes","Yes","Yes","Yes","Maybe","Yes","Don't know","Yes","Maybe","No","Some of them","No","Maybe","Yes","No"
"453","2014","20-35","male","United States","Washington","No","Yes","Yes","Yes","Often","1000+","No","Yes","Yes","Yes","Yes","No","Don't know","Very difficult","Yes","No","Some of them","No","No","No","No","Yes"
"454","2014","20-35","male","United States","California","No","No","Yes","Yes","Sometimes","6-25","No","Yes","Maybe","Maybe","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","Maybe","No"
"455","2014","20-35","male","United States","Oregon","No","Yes","Yes","Yes","Sometimes","100-500","No","Yes","Maybe","Maybe","No","Maybe","Don't know","Don't know","Yes","No","No","No","No","Yes","Maybe","No"
"456","2014","35-65","male","United States","Michigan","No","No","No","No","Sometimes","1000+","No","Yes","Maybe","No","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","Maybe","No"
"457","2014","20-35","male","Brazil",NA,"No","No","No","No","Rarely","6-25","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"458","2014","20-35","male","Netherlands",NA,"No","Yes","No","No","Never","100-500","No","Yes","Yes","No","No","No","Yes","Don't know","Yes","No","No","No","No","Maybe","Maybe","No"
"459","2014","20-35","male","United Kingdom",NA,"No","No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Yes","Yes","No"
"460","2014","35-65","male","United States","Oregon","No","No","No","No",NA,"500-1000","No","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Maybe","No"
"461","2014","20-35","male","United Kingdom",NA,"No","No","No","No",NA,"26-100","No","Yes","Maybe","No","Maybe","Maybe","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"462","2014","20-35","female","United States","California","No","No","No","No","Never","500-1000","No","Yes","Yes","Maybe","Yes","Yes","Don't know","Very easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
"463","2014","20-35","male","United States","Utah","No","No","No","No","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","Yes","Maybe","Some of them","No","No","No","Maybe","No"
"464","2014","20-35","female","United States","California","No","Yes","No","No","Never","26-100","No","Yes","Maybe","Maybe","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","No","No","Maybe","No","No"
"465","2014","20-35","male","United States","Texas","No","Yes","Yes","Yes","Sometimes","6-25","Yes","Yes","Maybe","No","Yes","Maybe","Don't know","Somewhat easy","Yes","No","Some of them","Yes","No","Maybe","Yes","No"
"466","2014","35-65","male","United Kingdom",NA,"Yes","No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No"
"467","2014","35-65","male","United States","California","No","Yes","Yes","Yes","Rarely","1000+","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","No","No"
"468","2014","20-35","male","United Kingdom",NA,"No","No","Yes","Yes","Sometimes","1000+","No","Yes","No","No","No","No","No","Very difficult","Yes","Maybe","No","Some of them","No","Maybe","No","No"
"469","2014","20-35","male","France",NA,"No","No","No","No","Never","6-25","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Maybe","No","No"
"470","2014","35-65","female","Netherlands",NA,"No","No","Yes","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","No","Some of them","No","No","Maybe","Maybe","No"
"471","2014","20-35","male","United States","Oregon","No","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No"
"472","2014","35-65","male","United States","California","No","No","Yes","Yes","Rarely","1000+","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Yes","Yes","No"
"473","2014","20-35","male","United States","Ohio","No","No","No","No","Sometimes","6-25","No","Yes","Maybe","No","No","No","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No"
"474","2014","35-65","female","United Kingdom",NA,"No","No","Yes","Yes","Sometimes","1000+","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","Yes"
"475","2014","20-35","male","United States","Ohio","No","No","No","No","Sometimes","6-25","Yes","Yes","Maybe","No","No","No","Don't know","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","Maybe","No"
"476","2014","35-65","male","United States","California","No","No","Yes","Yes","Sometimes","1000+","No","Yes","Yes","Maybe","Yes","Yes","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","Maybe","No"
"477","2014","20-35","male","Germany",NA,"No","Yes","Yes","Yes","Sometimes","6-25","No","Yes","No","Maybe","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","No","No","No","No","Yes"
"478","2014","20-35","male","Germany",NA,"Yes","Yes","Yes","Yes","Often","26-100","Yes","Yes","Maybe","No","Maybe","Maybe","Don't know","Don't know","No","Maybe","Yes","Yes","Maybe","Yes","Maybe","No"
"479","2014","0-20","male","Finland",NA,"No","No","No","No",NA,"500-1000","Yes","No","Maybe","No","No","Maybe","Don't know","Very easy","Yes","No","No","No","No","Maybe","Maybe","No"
"480","2014","20-35","female","United States","New York","No","No","No","No",NA,"100-500","No","Yes","Maybe","Maybe","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Maybe","No"
"481","2014","20-35","male","United States","Virginia","No","No","No","No","Never","26-100","No","No","Maybe","Maybe","Maybe","Maybe","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"482","2014","35-65","male","United States","California","No","No","Yes","Yes","Sometimes","1000+","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","No","No","No","Yes","Maybe","No"
"483","2014","0-20","female","United Kingdom",NA,"No","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Maybe","Maybe","Maybe","Maybe","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Maybe","No"
"484","2014","20-35","male","United States","Illinois","No","No","Yes","Yes","Rarely","6-25","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Maybe","No"
"485","2014","35-65","male","United States","Texas","No","No","No","No","Never","6-25","No","Yes","Maybe","No","No","Maybe","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Maybe","No"
"486","2014","35-65","male","Germany",NA,"No","No","Yes","Yes","Sometimes","26-100","No","No","No","Yes","Maybe","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Yes","No","Yes"
"487","2014","20-35","female","United States","New York","No","Yes","Yes","Yes","Sometimes","26-100","No","Yes","Maybe","Maybe","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Maybe","No"
"488","2014","20-35","male","United States","California","Yes","Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"489","2014","20-35","male","Israel","Maryland","No","No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
"490","2014","20-35","male","Italy",NA,"No","No","No","No","Never","6-25","No","No","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No"
"491","2014","20-35","male","United States","California","No","No","No","No",NA,"1000+","No","Yes","Yes","Maybe","Maybe","Maybe","Yes","Don't know","No","No","No","Some of them","No","No","Yes","No"
"492","2014","20-35","male","United States","Pennsylvania","No","No","No","Yes","Rarely","100-500","No","No","Maybe","Maybe","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Maybe","No"
"493","2014","20-35","male","Israel",NA,"No","No","No","Yes",NA,"26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","No","Yes"
"494","2014","20-35","female","United States","California","Yes","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","Maybe","Maybe","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Maybe","Yes"
"495","2014","20-35","male","United States","Washington","No","No","No","No",NA,"26-100","No","Yes","Maybe","Maybe","Maybe","Maybe","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Maybe","No"
"496","2014","20-35","female","United States","New York","No","Yes","Yes","Yes","Often","1000+","No","Yes","Yes","Maybe","Maybe","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","Yes"
"497","2014","35-65","male","United States","Texas","No","No","Yes","Yes","Sometimes","1000+","No","No","Yes","Maybe","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","No","No","No","No","Yes"
"498","2014","20-35","female","United States","California","Yes","Yes","Yes","Yes","Often","1-5","Yes","Yes","Maybe","Maybe","No","No","Yes","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","No","Yes"
"499","2014","35-65","male","United Kingdom",NA,"No","No","Yes","Yes","Sometimes","1000+","Yes","No","No","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","No","No"
"500","2014","20-35","male","Netherlands",NA,"No","No","No","No","Rarely","6-25","No","Yes","Maybe","Maybe","Maybe","Maybe","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
"501","2014","35-65","female","United States","Arizona","No","No","Yes","Yes",NA,"26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","Maybe","No","No","No","No","No","No"
"502","2014","35-65","male","Ireland",NA,"Yes","Yes","No","No",NA,"1000+","No","Yes","No","No","No","No","No","Don't know","Yes","Maybe","Some of them","No","No","Maybe","No","Yes"
"503","2014","20-35","male","United Kingdom",NA,"No","No","No","No",NA,"26-100","No","Yes","No","Maybe","No","Maybe","Don't know","Don't know","No","No","No","Some of them","No","Maybe","Maybe","No"
"504","2014","20-35","male","Germany",NA,"No","No","No","Yes","Never","1000+","No","No","Maybe","Maybe","Maybe","Yes","Don't know","Don't know","No","No","Yes","Yes","No","Yes","Maybe","No"
"505","2014","20-35","female","United States","Ohio","No","No","Yes","Yes","Sometimes","100-500","No","Yes","No","Yes","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","No","No"
"506","2014","35-65","male","United States","California","No","No","Yes","Yes","Sometimes","1000+","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Yes","No"
"507","2014","35-65","male","United States","Kansas","No","No","No","No","Never","100-500","No","No","Yes","No","Yes","No","Don't know","Very difficult","Maybe","No","Yes","Yes","Maybe","Yes","No","No"
"508","2014","20-35","male","United Kingdom",NA,"No","Yes","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"509","2014","35-65","male","United States","California","No","Yes","Yes","Yes","Sometimes","1000+","No","Yes","Yes","Yes","Yes","Yes","Don't know","Very easy","No","No","Some of them","Yes","No","Yes","Yes","No"
"510","2014","20-35","male","United States","California","No","No","No","No",NA,"1000+","No","Yes","Yes","Maybe","Yes","Maybe","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No"
"511","2014","20-35","female","United States","New York","No","No","Yes","Yes","Sometimes","500-1000","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Maybe","No"
"512","2014","20-35","female","United States","Washington","No","No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","No","Somewhat easy","Maybe","No","Some of them","No","No","No","Yes","No"
"513","2014","20-35","male","United States","California","No","No","No","No",NA,"1000+","No","Yes","Maybe","Maybe","No","Maybe","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Maybe","No"
"514","2014","35-65","male","United States","Washington","No","No","No","Yes","Never","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"515","2014","35-65","male","United States","Virginia","No","Yes","Yes","Yes","Sometimes","1000+","No","Yes","Yes","Maybe","Yes","Yes","Yes","Don't know","Yes","No","No","No","No","No","No","No"
"516","2014","35-65","male","United States","North Carolina","No","No","No","Yes",NA,"6-25","Yes","Yes","Maybe","No","No","Maybe","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Maybe","No"
"517","2014","35-65","male","United States","Ohio","No","No","Yes","Yes","Rarely","500-1000","Yes","Yes","Yes","Maybe","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No"
"518","2014","35-65","female","United States","Pennsylvania","No","Yes","Yes","Yes","Sometimes","1000+","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","No","Yes","Yes","No","No","No","Yes"
"519","2014","20-35","male","Germany",NA,"No","No","Yes","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Very easy","Yes","Yes","Some of them","Some of them","No","Maybe","No","No"
"520","2014","20-35","male","United Kingdom",NA,"No","Yes","Yes","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","Yes","Yes","No","No","No","No"
"521","2014","35-65","male","United States","California","No","No","No","No","Never","1000+","No","Yes","Yes","Yes","Maybe","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"522","2014","20-35","female","United States","Texas","No","No","No","Yes",NA,"1000+","No","No","Maybe","Maybe","Maybe","Maybe","Yes","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Maybe","No"
"523","2014","20-35","male","United States","Arizona","No","No","No","No",NA,"1000+","No","No","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","No","No"
"524","2014","20-35","male","Bosnia and Herzegovina",NA,"No","Yes","No","No","Rarely","26-100","Yes","Yes","Maybe","Maybe","Maybe","Maybe","Don't know","Don't know","Maybe","Yes","No","No","No","No","Maybe","Yes"
"525","2014","35-65","male","United States","Illinois","Yes","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Maybe","Yes","Maybe","No","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","No","Yes","Yes","No"
"526","2014","35-65","female","United States",NA,"No","Yes","Yes","Yes","Rarely","500-1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No"
"527","2014","20-35","male","Austria",NA,"Yes","No","No","No","Sometimes","1-5","No","Yes","Yes","Yes","Maybe","Maybe","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No"
"528","2014","35-65","male","New Zealand",NA,"No","No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","Yes","Yes","No","No","Somewhat difficult","Yes","Yes","No","No","No","No","Maybe","Yes"
"529","2014","20-35","male","United States","North Carolina","No","No","Yes","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","No","Some of them","No","No","Yes","No"
"530","2014","20-35","female","Canada",NA,"Yes","Yes","Yes","Yes","Sometimes","100-500","Yes","Yes","Maybe","Maybe","Maybe","Maybe","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Yes","No"
"531","2014","20-35","male","United Kingdom",NA,"No","No","No","Yes",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Yes","Maybe","No"
"532","2014","20-35","male","Australia",NA,"No","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","Yes","Yes","No","No"
"533","2014","20-35","female","Hungary",NA,"Yes","Yes","No","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","No","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No"
"534","2014","20-35","male","Sweden",NA,"No","No","No","No","Rarely","6-25","No","Yes","Maybe","No","No","Maybe","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"535","2014","20-35","male","Canada",NA,"No","No","No","No","Never","26-100","No","Yes","Maybe","Maybe","Maybe","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Maybe","No"
"536","2014","20-35","female","Australia",NA,"No","Yes","Yes","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","No","Somewhat difficult","Yes","No","Some of them","Some of them","No","No","No","No"
"537","2014","35-65","male","United States","Wisconsin","No","Yes","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Yes","No","Some of them","Yes","No","No","No","No"
"538","2014","20-35","male","United States","California","No","Yes","Yes","Yes","Never","1000+","No","Yes","Maybe","No","No","Maybe","Don't know","Don't know","Maybe","No","No","No","No","No","No","No"
"539","2014","20-35","male","United Kingdom",NA,"No","No","No","Yes","Never","6-25","No","Yes","Maybe","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Maybe","No"
